Item Name,Sale Price,Discount,Free Shipping,Total reviews
"Sideways cross adjustable antique silver ring, christian cross open statement ring, womens cross chevalier ring, religious stackable ring",26.15,No discount,X,12.8k
Natural African Yellow Opal Bracelet (8mm),20.00,No discount,X,145
Meadow flower bracelet Wedding wrist corsage Forget me nots bracelet Meadow accessories Wildflowers Jewellery Bridal accessories Magaela,21.60,No discount,X,9k
Personalized Initial Heart Bracelet- Engraved braid bracelet for her - Valentines gift for girlfriend,57.03,No discount,O,1k
"raw imperial topaz stud earrings, yellow topaz earrings, november birthstone studs, yellow topaz jewelry, gift for her november birthday",28.00,No discount,O,3.4k
No.79 | Gemstone Crow Bead Bracelet | Pony Beads | Customizable Designs | Arm Candy,62.00,No discount,X,349
"Rose Gold Wedding Earrings & Bracelet Set, Bridal Jewelry Set, Wedding Jewelry Set, Bridal Earrings Bracelet Set, CZ Wedding Bracelet Set",29.99,No discount,O,2.3k
"Set of 2 Personalized Engraved Couples Bracelets, Roman Numerals Date, Her One His Only, Boyfriend Couples Gift, His and Hers Matching Set",11.40,(40% off),X,3.6k
"Beach Art Print, Abstract Landscape Print, Coastal Landscape, Coastal Farmhouse, Massachusetts Beach Decor, Cape Cod Art, Wellfleet MA",24.00,No discount,O,188
red bracelet with handmade murano beads sommerso heart silver flexible,63.67,No discount,X,1.5k
"Cuff Bracelet, Black Bracelet, Women Jewelry, Leather Bracelet, Women bracelet, statement jewelry, unique jewelry for women",33.00,No discount,O,146
"FAITH Morse Code Bracelet, Men's Inspirational Jewelry for Boyfriend, Religious Christian Bracelet, Prayer Tila Beaded Bracelet for Father",22.74,(20% off),X,930
"Personalized elastic beaded bracelet with hammered silver medal, first name jewelry, birth gift, mom gift",44.34,No discount,X,108
Sugilite Wrap Bracelet,169.00,No discount,O,753
"Concrete cube bracelet, Gold / Silver Minimalist Gormet Bracelete, Tiny Gold / Silver & gray cubes, Minimalist Bracelet, Delicate Bracelet",173.70,(10% off),O,162
Black stone bracelet Black spinel bangle Open arrow cuff bracelet Adjustable Wrap Gemstone bangle Silver Minimalist Geometric Gift for her,86.41,No discount,O,21
Vintage 1980s Silver Wavy Chain Link Bracelet,45.00,No discount,O,40
Baking themed charm bracelet - metal charm bracelet - baking themed jewelry - baking charms - baking gift - kitchen themed gift,18.00,No discount,X,1.5k
"Handmade Wooden Easter Bunnies, Easter Decor, Spring Decor, Wooden Decor, Spring Bunnies, Bead and Board, Handmade, Made in Iowa, Easter",21.00,No discount,X,664
Saturn Charm Trans Pride Twist Bracelet - LGBTQ Pride - Pink White Blue - Adjustable Bracelet - Transgender Flag - Beach Bracelet,10.00,No discount,X,1.1k
"Bridal Wedding Bracelet,Swarovski Crystal Bracelet,Bridal Crystal Cuff,Bridesmaids Jewelry,Cuff Bracelet,Open cuff Bracelet,Crystal Bracelet",67.20,(20% off),O,16.2k
Lavender Jade Gold Hoop Earrings,52.00,No discount,O,46
"Thin Rose Gold Filled Bangle Bracelet, Set Of 3, Minimalist Bangle, Delicate Dainty Simple Stacking Bangle For Women | Celebration Bangles",161.24,(25% off),O,311
Issa Champagne Pearl Cuff Bracelet,92.00,(20% off),O,178
Diffuser Bracelets//Iced Latte + Mocha Jade Gemstones//Raw Rosewood Beads//Modern Diffuser Jewelry//Natural//Bracelets//Gemstone Jewelry,24.00,No discount,X,498
"Leather Bracelet for Women Flower Garden Cuff, Womens leather bracelet Cuff, Leather Wristband Bracelet Women, Gift for Her, 3rd Anniversary",48.50,No discount,O,5.6k
Virgo bracelet Zodiac September birthday Constellation Horoscope Sign gift Star Symbol August Astronomy jewelry Gift for Personalized Galaxy,25.00,No discount,X,816
Chloe Heart and October Heart Birthstone Personalised Bracelet • Friendship Jewellery  • Gift For Her • Birthday Gift • Bloom Boutique,29.74,(20% off),X,15.6k
Chloe Heart and April Heart Birthstone Personalised Bracelet • Friendship Jewellery  • Gift For Her • Birthday Gift • Bloom Boutique,29.74,(20% off),X,15.6k
"Diamond Hamsa and Evil Eye Bracelet , 14K Filigree Hamsa Hand Bracelet, Mother of Pearl Evil Eye Bracelet, Luck Bracelet For Women",123.75,No discount,O,18
Red Paracord Black Anchor Bracelet | Mens Rope Bracelet | Sailing Bracelet | Nautical Rope Bracelet | NEVET designs,33.18,No discount,X,160
Peach and Blue 5-Piece Bracelet Set | Word Bracelet | Mother of Pearl Heart Charm Bracelet | Summer Stack | Gold Filled Beaded Bracelet,64.00,No discount,O,138
"Silver Wedding Bracelet, Bridal Jewelry, Wedding Accessory, CZ Bridal Bracelet, CZ Tennis Bracelet, Bridal Accessory, CZ Wedding Bracelet",25.99,No discount,O,2.3k
"Bead Chain Bracelet, Rolo Chain Bead Link Bracelet, Bead Gold Chain Bracelet, 14K Solid Gold Bracelet, 14K Chain Bracelet, Layering Bracelet",161.25,(25% off),O,4.8k
"Personalized navy blue braided leather bracelet with silver clasp, engraved first name jewelry, personalized gift, unique gift",44.34,No discount,X,108
Multi-Chain Gold Plated Bracelet | Gold Plated Stacked Design | West Jem,26.24,(25% off),O,16
"Singapore Chain Sahmeran Bracelet, 14K Real Gold Twisted Singapore Chain Finger Bracelet, Bridesmaid Gift, Body Chain, Link Bracelet for Her",129.20,(15% off),O,227
"Morse Code Bracelet · Personalized Gifts · Gifts for Her · Bridesmaid Gifts · Christmas Gifts, Best Friend Gift, Graduation Gifts, Mom Gift",43.16,(20% off),O,4.9k
"Bangle Bracelet Mother of the Groom Jewelry, Mother of the Bride Gift, Wedding Jewelry",33.60,(20% off),X,14.8k
Santa Cruz California Map Cuff Bracelet Unique Travel Hometown Gift for Women or Men,31.50,No discount,X,3.6k
Custom Raw Birthstone Necklace • Mother of 3 • Unique Mother's Day Gift • Natural Kids Birthstone Family Necklace • Boho Raw Gemstone,24.00,(20% off),O,33.8k
Wooden Bangle OPOPONA / Statement Bracelet / Ash Wood Bracelet / Eco-Conscious Jewelry /,51.17,No discount,X,20
"WOVEN SILVER BRACELET, Wonderful Gift, Thin Silver Bracelet, Women Wire Bracelet",74.23,No discount,O,81
Black Rutilated Quartz Adjustable Bracelet ~ Gold Plated 18k ~ Handmade ~Statement  Hippie ~Bohemian ~Jewelry ~Gemstone ~ MB048,64.00,No discount,O,11.2k
"evil eye bracelet, evil eye jewellery, eye jewellery, eye bracelet, free shipping, gift for her, christmas gift, good luck jewellery",30.00,No discount,X,174
"Lucia Silver and Diamond Link Bracelet, sunburst, sunbeam, flower, rays, positive energy, halo, good vibes, conflict free, organic, floral","1,035.00",No discount,O,85
"Minimalist link charm bracelet, feminine dainty bracelet for wife, birthday gift for girlfriend",37.05,(10% off),O,34
"Sea glass bracelet, lampwork bracelet, borosilicate glass, seashell bracelet, shell, summer bracelet, charms, ocean bracelet, glass shell",50.03,No discount,O,152
"Aura sterling silver bangle bracelet for women, stackable, modern, lightweight, shiny, polished, peaked, recycled sterling silver, solid",335.00,No discount,O,85
February Birthstone and Bar Personalised Bracelet • Amethyst Birthstone • Gift For Her • Birthday Gift • Bloom Boutique,29.74,(20% off),X,15.6k
"Pure Copper Bracelet, Copper Cuff Bracelet, Knitting Bracelet, Handmade Copper Bracelet, Unisex Bracelet",29.90,(50% off),O,467
"Wedding Bracelet, Arm Cuff Bracelet, Arm  Bracelet, Boho Cuff Bracelet,  silver Arm Bracelet, Bridal Bracelet, Prom Bracelet",164.86,(50% off),O,2.3k
Thin modern dainty cuff bracelet Love - stacking bracelets - handmade - gold plated - delicate bangle,73.91,No discount,O,591
Garnet and Gold Bracelet - January Birthstone Bracelet - Garnet Bracelet,32.58,(10% off),O,13.1k
"Red Cuff Handmade Embroidered Bracelet, Bohemian Bracelet, Summer, Wide Cuff Bracelet for Her, Hippie Bracelet",46.47,No discount,O,97
Chunky Turquoise Bracelet - Kaihekoa,110.00,No discount,O,4.1k
Raspberry Hot Pink Bracelet - Nohea,110.00,No discount,O,4.1k
Gold Jubilee CZ Bridal Bracelet| CZ Wedding Bracelet| Crystal Wedding Bracelet| Statement Bridal Bracelet|,48.18,No discount,X,686
"white leather bracelet for women, statement bracelet, cuff bracelet for women, Christmas gift,  leather jewelry bracelet, alushbags",33.00,No discount,O,146
"Gold Wedding Bracelet, CZ Bridal Jewelry, Bridal Accessory, Wedding Accessory, CZ Bridal Bracelet, Gold Tennis Bracelet, CZ Wedding Bracelet",29.99,No discount,O,2.3k
"Large Gold Statement Cuff, Bangle Cuff Bracelet, Bracelet For Women, Wide Gold Cuff Bracelet, Open Cuff Bracelet, Rustic Jewelry, Plain cuff",63.23,No discount,O,27
"18k gold bracelet, Brown Wire crochet bracelet, Chunky bracelet, Contemporary cuff, Solid Gold tube bracelet","1,850.00",No discount,O,31
"Mira Gem Bracelet, Minimalist Bracelet, Gemstone Bracelet, Dainty Gold Bracelet, Gold Bracelet, Morganite Bracelet,  Gold Bead Bracelet",50.00,No discount,O,9.4k
Personalized Gold Bangle Bracelet - Gold Stainless Steel with Brass Initial Charms Bangle - Gift for Mom Mother's day Grandma Wife Present,17.81,No discount,X,1.7k
Handmade rainbow bracelet in green blue tone with natural stones on resistant nylon thread,164.87,No discount,O,3
"Silver Bangle, Minimalist Bracelet, Bangles, Bangle Bracelet, Stackable Bangles, Dainty Bracelet, Bracelet For Women | The June Bangle",79.99,No discount,O,311
"Silver Bangle, Minimalist Bracelet, Bangles, Bangle Bracelet, Stackable Bangles, Dainty Bracelet, Bracelet For Women | The April Bangle",79.99,No discount,O,311
"Silver Bangle, Minimalist Bracelet, Bangles, Bangle Bracelet, Stackable Bangles, Dainty Bracelet, Bracelet For Women | The May Bangle",79.99,No discount,O,311
"Bridal bracelet, Mila, designer bridal jewelry, pearl bridal bracelet, crystal wedding bracelet, Bridal jewellery, bow bridal bracelet",36.38,No discount,O,1.1k
Brass beads sphere Molecule Cuff bracelet,95.00,No discount,O,864
"Gray Statement Cuff Bracelet - Silver Tone Plated, Light Gray Neoprene Fabric, Wide bracelet, Fine Designed.",89.25,(25% off),O,14
Vintage rhinestone silver tone metal bangle bracelet,31.84,No discount,O,3k
"Wynn Bracelet - 18k gold plated, natural white shell",75.08,No discount,O,"a d vertisement by Etsy seller
Advertisement from Etsy seller
BEYONDByBea
From shop BEYONDByBea"
Ceramic adjustable bracelet,50.00,No discount,O,"a d vertisement by Etsy seller
Advertisement from Etsy seller
JINobjects
From shop JINobjects"
"Big Pearls Bracelet, Fresh Water Pearls, White Pearl Bracelet for Women, Unique Bangle Cuff Bracelet, June Birthday Gift, Gift for Christmas",227.70,(10% off),O,184
Navy Blue Paracord D-Shackle Bracelet | Mens Paracord Bracelet | Nautical Rope Bracelet | Sailing Gift | NEVET designs,33.18,No discount,X,160
"Stackable Bangles, Rose Gold Bangle, Minimalist Bracelet, Bangles, Bangle Bracelet, Dainty Bracelet, Bracelet For Women | Celebration Bangle",79.99,No discount,O,311
"Gold choker, Bracelet Necklace, Multi Strand Necklace,long Necklace, Multi Bracelet, Choker Necklace, gold choker,  layered necklace",149.04,No discount,O,"a d vertisement by Etsy seller
Advertisement from Etsy seller
NavaGlazer
From shop NavaGlazer"
Navy Blue Paracord D-Shackle Bracelet | Mens Paracord Bracelet | Navy Blue Rope Bracelet | Nautical Rope Bracelet | NEVET designs,33.18,No discount,X,160
"Leather men bracelet with bronze clasp, Strand men bracelet, Bronze men jewelry, Nautical hook clasp bracelet, Double men bracelet",38.48,(20% off),X,117
Daisy Flower Adjustable Bracelet,10.00,No discount,O,14
"Link Chain Bracelet, Edgy Silver Bracelet Chain, Edgy Jewelry, Womens Gift Jewelry, Silver Chain Bracelet for Women",45.48,No discount,O,1.3k
Maroon Paracord D Shackle Bracelet | D Ring Clasp Bracelet | Mens Shackle Bracelet | Nautical Rope Bracelet | NEVET designs,33.18,No discount,X,160
"ELNA • BRACELET / waterproof beaded bracelet with 316L sterling steel gold plated, minimalistic bracelet with real freshwater pearls",23.76,No discount,O,265
"Steampunk bracelet, Brown leather bracelet, Leather wrist cuff, Leather gift, High quality bracelet, Leather jewelry, Leather accessories",67.08,No discount,O,16
"Pearl Bracelet, Dainty Bracelet, Gold Bracelet, Gold Filled Bracelet, Gold Chain Bracelet, Bridal Bracelet, Single Pearl, Bridesmaid Gift",45.69,No discount,O,349
Vintage Plastic Bangle Bracelet/ Vintage Bracelet/ 1980s Bracelet/ Vintage Jewelry/ Vintage Bangle/ Costume Jewelry/ Retro Jewelry,10.35,(10% off),O,2.8k
"Dainty iolite bracelet, Beaded moonstone bracelet and iolite charm, Purple and white tiny beads bracelet, February birthstone iolite jewlery",43.21,No discount,O,61
"Minimalist Bracelet Gold, Gold Bangle, Bangles, Bangle Bracelet, Stackable Bangles, Dainty Bracelet, Bracelet For Women | The August Bangle",79.99,No discount,O,311
"Minimalist Bangle Bracelet, Dainty Triple Open Circle Bracelet, Best Friend Bracelet, Mother Daughter Gift, Grandmother Bangle | UnityBangle",127.49,(25% off),O,311
"Personalized-gifts for her, March birthstone bracelet for women, gemstone jewelry for mom, boho, unique 40th, 60th, best friend gifts, March",62.49,(40% off),O,2.2k
"Amazonite Bracelet, Gold Bracelet, Silver Bracelet, 14k Gold Filled, Sterling Silver, Gemstone Bracelet, Paperclip, Chain, Bracelet",36.00,No discount,O,15.1k
Goddess Necklace - Athena - Persephone - Artemis - Aphrodite - Percy Jackson - Gold Coin Necklace - Greek Goddess Necklace - Vintage Coin,41.00,No discount,O,8.8k
"14k Gold Chain Bracelets, Gold Chain Bracelets Adjustable, Cable Chain Minimal Stacking Bracelets, Skinny Dainty Bracelets, Gift for her",27.19,(20% off),X,166
"Custom Map Red Leather Bracelet, Personalized Mothers Day Gift for Mom from Daughter",45.15,No discount,X,4k
Los Angeles to San Luis Obispo California Road Map Cuff Bracelet Pacific Highway Gift for Men or Women,31.50,No discount,X,3.6k
White Cord Bracelet Knot Bracelet Rope Bracelet Sailor Knot Love Knot Rope Knot Bracelet Nautical bracelet Knot Nautical Knot Nautical Gift,13.64,No discount,X,1.2k
"Evil eye minimal bracelet, protection jewellery for her, hamsa hand bracelet on silver chain",29.88,(10% off),X,34
"recycled GLASS bracelet, amber stainedglass pendant, statement minimalist, best woman mother gift, elegant lovely, party wear, boho hippie",45.48,No discount,O,21
Flowers Boho Wedding Bracelet,113.70,No discount,O,367
vintage garnet Statement bracelet\Antique garnet bracelet1\garnet jewelry\gift for her\Women's bracelet,12.60,(70% off),X,79
Beaded Bracelet with 14K gold filled chain | Healing Crystal Bracelet,90.00,No discount,O,14
"Wrap  Bracelet Neckalce,  Fiber  Mesh with Golden Tubes Beads, Multyfunctional Modern Contemporaray design, Light",99.00,No discount,X,69
"Statement copper bracelet, real big copper bangle, woven with natural fiber, statement tribal boho bracelet, unique jewelry birthday gift",40.00,No discount,O,1.2k
Peachy Pink Freshwater Biwa Pearl Bracelet |  Baroque Pearl Bracelet | Mauve | Peach | Biwa Stick | Sliver Clasp | 6.5-6.75 Wrist Size,99.00,No discount,O,2.1k
Grand Canyon Zion Bryce Canyon Map Cuff Bracelet Unique Gift for Men or Women,31.50,No discount,X,3.6k
"Lotus leaf Necklace Bracelet Ring Set, Adjustable Statement Ring, Silver Chunky Bangle, Boho Style Jewelry, gift for her,",17.06,(25% off),X,2.3k
dainty raw ruby gemstone chip bead gold fill bracelet July birthstone,25.00,No discount,X,91
Boundary Waters Canoe Area Wilderness Cuff Bracelet Minnesota Map Unique Kayaking Gift for Men or Women,31.50,No discount,X,3.6k
"18k Gold Filled Bracelet, snake bracelet, Stack Bracelet, Bracelet Set, Beaded Bracelet, pearl bracelet, Gold Rope bracelet, beaded jewelry",17.56,(25% off),X,1k
"Beautiful Lapis Lazuli Gemstone and Blue Topaz Gemstone Bracelet, Handmade Silver Plated Bracelet",15.00,(50% off),X,707
Love Ukraine bracelet Stand with Ukraine Clear blue and yellow crystals Glass beads Ukrainian shop Peace for Ukraine Pray for Ukraine,15.30,(15% off),O,580
"925 String Bracelet, Protection Jewelry, Kaballah Red Bracelet, Red Amulet Jewelry, Adjustable String Bracelet, Red String Bracelet",20.00,No discount,X,271
"Dainty turquoise bracelet, Delicate Gemstone Bracelet, 14K Gold Filled, Tarnish Resistant, Stackable Green Bracelet, Minimalist Bracelet",34.85,No discount,O,391
Seaside Heights New Jersey Shore Map Cuff Bracelet Lavallette Ortley Beach for Men or Women,31.50,No discount,X,3.6k
Sterling Silver Pearl Cuff Bracelet Minimalist Pearl Bracelet Dainty Pearl Jewelry Arm Candy Sister Granddaughter Gift Wife Anniversary Gift,85.00,No discount,X,1.4k
Chloe Heart and July Heart Birthstone Personalised Bracelet • Friendship Jewellery  • Gift For Her • Birthday Gift • Bloom Boutique,29.74,(20% off),X,15.6k
Madison Wisconsin Map Cuff Bracelet Unique Gift Idea for Men or Women,31.50,No discount,X,3.6k
Gold finger claws Armor rings Fairy Gothic cosplay bracelet Sugar skull Nails Jewellery Halloween Filigree Jewellery Virgo Zodiac,57.85,(11% off),X,145
Real Pressed Flowers and Resin Bracelet in Blue Party Mix,28.00,No discount,X,1.3k
Bethany Beach Delaware Map Cuff Bracelet Unique Gift,25.50,No discount,X,3.6k
"925 Sterling Silver Heart Charms, Love Pendant Necklace, 15 x 15 MM Handmade Heart Charm Bracelet, Antique Jewelry, Gift For Her.",6.15,(45% off),X,557
"Gold shiny thick round bangle cuff, circle shaped stacking bracelets, simple ethnic minimal arm party bangle, boho bohemian hippie dainty",25.58,(10% off),X,402
"Bracelet for Women, Personalized Friendship Bracelet, Inspiration Bracelet, Custom Leather Bracelet, Gift for Girlfriend, Christmas Gift",14.00,No discount,X,3.1k
Thea - Pearl bracelet,21.60,No discount,O,62
"Blue Navy Bracelet, Bridal Navy Blue Crystal Bracelet, Bridesmaids Bracelet, Bridal Dark Blue Rose Gold Bracelet, Forearm Bridal Bracelet",72.80,(20% off),O,16.2k
"Stunning Blue Lace Agate, Biwa Pearl and Blue Topaz Gemstone Bracelet, Handmade Silver Plated Bracelet",16.42,(50% off),X,707
HARLOWE Gold Chain Bracelet | Paperclip Chain Thick Stacking Bracelet | 14kt Gold Filled Minimalist Chunky Rectangle Link Chain Bracelet,144.05,No discount,O,383
"Silver bold irregular shape cuff, thick silver plated bracelet, stacking statement bracelet boho delicate minimalist, free people style,",31.84,No discount,X,2.8k
"Rizaki Chain Bracelet, lines of freshwater pearls silver bracelet_gift for women_ by Ariadni Kypri_ Ydor Collection",136.44,No discount,X,118
"Personalised Heart Bracelet, Name Bracelet, Gift For Daughter, 21st Birthday Gift",65.06,No discount,O,1.6k
"Canadian Nephrite Jade Stretch Bracelet, 10mm Round Dark Green British Columbia Jade for Men and Women, Custom Size, Made to Order",100.00,No discount,O,753
Stackable Bracelets| Handmade Jewelry| Beaded Bracelet| Personalized Gift| Friendship Bracelet| Gifts for her| Gifts for mom,7.50,No discount,X,19
"Mens Cuff Bracelet in 14K Gold Fill, 14K Rose Gold Fill or Sterling Silver, hammered bangle bracelet, skinny cuff, minimalist, Sunburst Cuff",78.96,(6% off),O,16k
"Bracelet For Women, Rose Gold Bangle, Minimalist Bracelet, Bangles, Bangle Bracelet, Stackable Bangles, Dainty Bracelet | Celebration Bangle",74.99,No discount,O,311
Open Teardrop Bracelet Adjustable Sterling Silver Bangle Gemstone Minimalist Bracelet Geometric Open Cuff Bracelet Oval Gift for her,176.24,No discount,O,21
care of magical creatures charm bracelet 1 KNITTING PATTERN,6.50,No discount,X,3k
"14K Gold Evil Eye with Eyelashes Bracelet, Herringbone Chain Bracelet, Blue Enamel Protection Bracelet, Gold Amulet Evil Eye, Gift for Her",434.25,(25% off),O,118
"Bracelet with Violet Crystal and Letter Pendant, Chain Bracelet with Letter Charm, Lavender Crystal, Personalized gift for friend",60.26,No discount,X,8
"Triangle Charm Bracelet, 14K Gold Bracelet, Dainty Chain Bracelet, Geometric Bracelet, Triangle Jewelry, Gift For Women",131.92,(25% off),O,9
"Gold Drop Star Charms Bracelet, 9K 14K 18K Gold Bracelet, White Gold, Multi Tiny Stars, Solid Gold Celestial Bracelet, Romantic Gift For Her",150.30,(10% off),O,2.3k
"Butterfly natural Diamond Bracelet - Butterfly Bangle Bracelet / Mesh Bangle Bracelet, 14K Yellow Gold or Rose Gold or White Gold",330.67,(25% off),O,9
"Marquise and Round VVS Bracelet Tennis Bracelet For Women Luxury Dainty Bracelet 14K Solid Gold Bracelet Stacking Bracelet, Mother Day Gift",131.92,(25% off),O,9
"Diamond Bracelet - 14k Gold Multi-Shape Slant Diamond Bracelet / Round Shape Diamond Bracelet Jewelry, Mother Daughter Gift, Gift For Her",244.42,(25% off),O,9
Thin Bracelet Gold Plated Fashion Trend Beads Charms,36.29,(20% off),O,277
National Park Map Cuff Bracelet Hiking Gift for Men or Women Zion Rocky Mountain Grand Canyon Mesa Verde Sequoia,31.50,No discount,X,3.6k
"Colorful Bead and Freshwater Pearl Jewelry Set, 14K Gold Filled, Green and Pink Dainty Necklace, Layering Bead Bracelet, 90s Inspired",65.83,No discount,O,391
Bella | 3mm 14k gold filled beads2mm seed bead stretch bracelet | custom size beaded stacking waterproof minimalist,28.00,No discount,X,424
"Gold Bracelet, Gold beaded brass bracelet, brass bracelet, 14K Gold Filled bracelet, bracelets, gold, triangle, bold",66.30,(15% off),O,56
"Jean Name Bracelet Gold, Name Bracelet, Vintage Name Bracelet Gold, Vintage Name Bracelet, Gold Bracelet, Vintage Bracelet",16.50,No discount,X,13.1k
"Concrete Ring Holder Cone, Geometric Ring Display, Wedding Ring Holder, Jewelry Display, wedding gift, Engagement Ring, Bridal Shower Gift",7.95,No discount,X,13.4k
Newport Rhode Island Map Cuff Bracelet Unique Gift for Men or Women,31.50,No discount,X,3.6k
"Butterfly BRUTALIST Asymmetrical Cuff Bracelet, Antique Silver Statement Chunky Bangle CUff, Modernist Jewelry, Christmas gift set",20.47,(25% off),X,2.3k
"Tiger Eye Mens Bracelet, Black Lava and beads, 6mm Lava beads, Tiger eye Bracelet, Fashion Bracelet, Essential oils diffuser, Canary Lava",22.17,(25% off),O,237
Jewelry Stand Organizer | Modern Minimalist Necklace Earring Ring Bracelet Storage Display | Jewelry Holder Brass And Wood Men Women Kids,45.00,No discount,O,6.3k
"Very Small, Gold Book Locket with photos   Raw Brass Novel Locket   Book Lover Locket   Book and Glasses Locket Necklace",27.00,No discount,X,4.3k
YARA Cuff Bracelet // Bohemian brass arm cuff bracelet / Tribal tropical boho jewelry / gifts for her,21.25,No discount,X,404
"925 Men Bracelet, Sterling Silver Minimal Bracelet, Valentines Day Bracelet, Valentines Day Minimal Bracelet,",16.00,No discount,X,271
"Tiger's Eye Hand Chain Bracelet, Solar Plexus Chakra Gemstone, Exotic Jewelry for Woman, Gift for Girlfriend, Anniversary Birthday for Wife",30.00,(25% off),O,228
Leather Bracelet,22.73,No discount,X,4.2k
"Moroccan inspired geometric silver cuff bracelet, a modern spin on ancient patterns resulting in a very sleek design - ""Lantern Cuff""",120.00,No discount,X,11.7k
Birth Flower Bracelet | Gold Bracelet | Bridesmaid Proposal | Bridesmaid Bracelet | Floral Jewelry,41.00,No discount,O,15.5k
"Y2k jewelry, rainbow bracelet, star beads bracelet, chunky gem stones bracelet, aesthetic colorful jewelry, 90s style jewelry",26.15,No discount,X,985
"Jade Gemstone Bar Necklace • Jade Pendant Necklace • Good Luck Gift for Women • Dainty 14k Gold Filled, Sterling Necklace",37.40,(15% off),O,4k
"Personalised Silver stretch bracelet with engraved charm, Custom charm bracelet, message bracelet, 21st Gift",219.09,No discount,O,1.6k
"Freshwater Pearl Jewelry Set, Wedding Jewelry Set, Bridal Bracelet Earrings Jewelry Set, Pearl Bridal Jewelry, Pearl Wedding Jewelry Set",69.99,No discount,O,2.3k
Citrine Bracelet Citrine Jewelry Gemstone Bracelet Citrine Birthstone Bracelet Crystal Bracelet Dainty Bracelet for Women,36.50,No discount,O,2k
Golden hammered bangle bracelet with Lapis Lazuli stone • HONORE,31.84,(20% off),X,199
"natural pearl bracelet, handmade jewelry, gift for her, artisanal jewelry, stainless steel jewelry, Mother's Day gift",39.80,No discount,X,1
"Small round horse pendant necklace, Horse head dainty medallion, Horse head charm for her, Equestrian jewellery women gift",25.23,No discount,X,3.7k
"Minimalist thin bracelet in gold filled 14k, Malachite and Agate",34.11,No discount,X,388
White Gold Bangle with a Hammered Texture. Luxury Gift For Her. Sterling Silver Bracelet.,195.00,No discount,O,832
"Amethyst Necklace, Gold Plated Necklace, Birthstone, Natural Stones, Moon Necklace, Protection Necklace",31.50,(10% off),O,1k
A Pair of Embroidered Detachable Cuffs with Folk Embroidery,80.00,No discount,O,87
Heart Bracelet - Different colors available - Love - Dainty Bracelet - Flower Girl Bracelet - Friendship Bracelet - Macrame Bracelet - Wish,11.94,No discount,O,665
World Map Bracelet • Recycled Boho Bangle • Quirky Travel Gift • Colorful Eco Jewelry • Geography Teacher Gift • Wanderlust Traveler Gift,45.00,No discount,O,347
Evil Eye Bracelet - Greek jewelry  - Elegant - Braided bracelet - Nazar boncuk - Dainty - Best Friends Forever - Talisman - Minimalist gift,13.08,No discount,O,665
"Dazzling 14k Solid Gold Solitaire Diamond Bracelet, Gift for her","1,735.00",No discount,O,63
Handmade Silver Men's Bracelet - Unique and Stylish,39.05,No discount,X,"a d vertisement by Etsy seller
Advertisement from Etsy seller
TheFancyStarfish
From shop TheFancyStarfish"
Fiber Wrap Bracelets For Women,40.93,No discount,X,494
Custom Name Bracelet | Couple Name Initials Leather Bracelet | Name Jewelry with Birthstone | Monogram BraceletMother Day Gift,49.59,(20% off),X,4.1k
"Cuff Style Italian Leather Bracelet with Oversized Turn Lock Hardware, Chestnut, Luxe Designer Style Leather Layering Bracelet, Made in US",36.90,(10% off),O,967
No.40 | Gemstone Beaded Bracelet | Pony Crow Bead | Custom Designs | Designer Inspired | Forte Bead Inspired | Obsidian | Tie On Bracelet,62.00,No discount,X,349
"Pam Name Bracelet Silver, Name Bracelet, Vintage Name Bracelet Silver, Vintage Name Bracelet, Silver Bracelet, Vintage Bracelet",16.50,No discount,X,13.1k
"Heart silver charm bracelet ,, Mothers day gift",135.80,No discount,O,26
Mystic Topaz Silver Bracelet | Women's Rainbow Topaz 925 Sterling Silver Bracelet,59.88,(25% off),O,132
Tiger Eye Bracelet | Devil Claw Jewellery,266.54,No discount,X,91
Bracelet Amethyst Gold filled 14K,88.69,No discount,O,440
Pickleball The Volley Plus Silver Necklace with Crystals,122.00,No discount,O,146
"Gina Name Bracelet Silver, Name Bracelet, Vintage Name Bracelet Silver, Vintage Name Bracelet, Silver Bracelet, Vintage Bracelet",16.50,No discount,X,13.1k
Uinta Range Utah Hayden Peak Map Cuff Bracelet Unique Gift for Men or Women,31.50,No discount,X,3.6k
Gingerbread Woman | Gingerbread Man Polymer Clay Cutter Christmas Polymer Clay Cutter Holiday Seasonal Festive Polymer Clay Cutter,4.00,No discount,X,10.5k
Oregon Map Cuff Bracelet Unique Gift for Men or Women,25.50,No discount,X,3.6k
"Gold Spiral Cuff Bracelet, Mask Cuff Bracelet, Geometric Bracelet, Mandala Statement Cuff Bracelet, Handmade Jewelry, Christmas gift",35.82,(25% off),O,2.3k
Glacier National Park Montana Hidden Lake Map Cuff Bracelet Gift for Men or Women,31.00,No discount,X,3.6k
Cape Cod City Map Rocks Glass | Engraved Whiskey Glass (11oz) | Etched Scotch Glasses | Housewarming Gift | Gifts for Him  | Urban Map Glass,17.95,No discount,X,25.6k
"Gold Multi-Strand Anklet, 24K Gold Plated Beads, Anklet with Nacre Bead and Zircon Pendant, Stainless Steel Chain, Bohemian Ankle Bracelet",50.34,No discount,O,526
Butte Montana Map Cuff Bracelet Anaconda Bozeman Unique Gift for Men or Women,31.50,No discount,X,3.6k
Canyonlands National Park Moab Utah Map Cuff Bracelet Unique Hiking Climbing Gift for Men or Women,31.50,No discount,X,3.6k
